,tmdb_id,imdb_id,original_language,original_title,release_date,tmdb_rating_avg,tmdb_vote_count,imdb_rating,imdb_votes,budget,revenue
2738,412924,tt5213534,en,Supersonic,2/10/2016,7.4,178,7.8,11840,0,226286
2739,419566,tt6101862,en,LEGO Jurassic World: The Indominus Escape,3/10/2016,5.7,75,5.7,973,0,0
2747,408508,tt5912454,en,Blue Jay,7/10/2016,7.0,392,7.3,18142,0,21626
2748,407806,tt5895028,en,13th,7/10/2016,8.0,660,8.2,35959,0,0
2749,369883,tt4981636,en,Middle School: The Worst Years of My Life,7/10/2016,6.9,366,6.1,9345,8500000,23316139
2760,445450,tt4062346,en,Generation Wolf,14/10/2016,6.5,2,6.5,105,0,0
2763,339927,tt4669186,en,Kevin Hart: What Now?,14/10/2016,6.5,221,5.9,9633,9900000,23600000
2765,256569,tt3305308,en,Trespass Against Us,14/10/2016,5.8,280,5.8,8401,0,517197
2768,398541,tt2375589,en,Teenage Kicks,15/10/2016,6.2,20,6.5,898,0,0
2772,326285,tt0376479,en,American Pastoral,20/10/2016,6.1,605,6.1,17214,0,0
2775,380124,tt5325452,en,Boo! A Madea Halloween,21/10/2016,5.7,378,4.6,8812,20000000,74827344
2776,376867,tt4975722,en,Moonlight,21/10/2016,7.4,6328,7.4,310834,4000000,65046687
2777,375355,tt3610746,en,Don't Hang Up,22/10/2016,6.1,422,5.5,15403,0,0
2779,481702,tt7676138,en,A Haunting on Dice Road: The Hell House,28/10/2016,5.9,7,5.6,504,0,0
2780,423224,tt6158604,en,You've Been Trumped Too,28/10/2016,7.0,2,5.9,224,0,0
2784,410205,tt5937962,en,"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",4/11/2016,7.5,13,7.3,540,0,0
2790,329865,tt2543164,en,Arrival,10/11/2016,7.6,15769,7.9,699362,47000000,203388186
2795,340103,tt3976144,en,The Monster,11/11/2016,5.5,491,5.4,17955,2700000,0
2796,339396,tt1542768,en,True Memoirs of an International Assassin,11/11/2016,5.8,700,5.9,23324,40000000,0
2801,369885,tt3640424,en,Allied,17/11/2016,6.8,4096,7.1,159382,85000000,119520023
2803,376660,tt1878870,en,The Edge of Seventeen,18/11/2016,7.2,3683,7.3,128820,9000000,18803648
2804,334541,tt4034228,en,Manchester by the Sea,18/11/2016,7.5,5103,7.8,285579,9000000,78988148
2806,335797,tt3470600,en,Sing,23/11/2016,7.1,7103,7.1,173064,75000000,634151679
2809,427648,tt2461340,en,Till We Meet Again,25/11/2016,6.5,20,5.8,3889,0,0
2818,313369,tt3783958,en,La La Land,29/11/2016,7.9,14812,8.0,592621,30000000,447407695
2819,412205,tt5787384,en,Past Life,1/12/2016,6.7,10,6.5,599,0,0
2828,345920,tt4682786,en,Collateral Beauty,6/12/2016,7.2,4999,6.7,101431,36000000,88528280
2833,324670,tt2106651,en,Spectral,9/12/2016,6.4,1454,6.3,60386,70000000,0
2840,311324,tt2034800,en,The Great Wall,16/12/2016,6.0,4494,5.9,137974,150000000,331957105
2843,423893,tt6288876,en,A Christmas to Remember,18/12/2016,6.3,54,6.5,2505,0,0
2847,274870,tt1355644,en,Passengers,21/12/2016,6.9,11869,7.0,409715,110000000,303144152
2848,262841,tt3095734,en,Monster Trucks,21/12/2016,6.1,729,5.6,17632,125000000,64493915
2853,406492,tt5569560,en,Saving Sally,25/12/2016,6.8,5,7.3,551,0,0
2857,431086,tt5612890,en,The Perfect Stalker,30/12/2016,4.6,13,5.4,442,0,0
2865,433018,tt5117484,en,Frat Star,3/01/2017,4.9,14,3.5,706,0,0
2868,429238,tt5740806,en,Coin Heist,6/01/2017,5.4,252,4.8,2814,0,0
2869,351281,tt4418398,en,We Still Steal the Old Way,9/01/2017,6.0,23,5.1,1192,0,0
2873,433244,tt5577742,en,Clinical,13/01/2017,5.3,359,5.1,8402,0,0
2874,47971,tt1293847,en,xXx: Return of Xander Cage,13/01/2017,6.1,7918,5.2,93188,85000000,346147658
2875,435107,tt6387232,en,A Royal Winter,14/01/2017,7.2,153,6.4,3358,0,0
2886,419472,tt5539052,en,The Polka King,22/01/2017,5.5,242,6.0,10954,0,0
2893,430830,tt6333064,en,Nobody Speak: Trials of the Free Press,24/01/2017,6.1,70,6.5,4225,0,0
2894,426265,tt5826432,en,Burning Sands,24/01/2017,5.8,123,6.0,2924,0,0
2895,346650,tt2962984,en,Girlfriend's Day,24/01/2017,4.9,123,5.2,4748,0,0
2898,180863,tt2763304,en,T2 Trainspotting,27/01/2017,6.9,2787,7.2,125767,18000000,42067430
2901,426469,tt1105355,en,Growing Up Smith,3/02/2017,7.4,25,6.8,1300,0,0
2906,324849,tt4116284,en,The Lego Batman Movie,8/02/2017,7.2,4321,7.3,154258,80000000,311950384
2913,340837,tt4731136,en,A Cure for Wellness,15/02/2017,6.3,3406,6.4,100824,40000000,26620002
2916,345922,tt3401882,en,Fist Fight,16/02/2017,6.1,1115,5.6,43411,22000000,41087017
2918,442154,tt6455992,en,Love Blossoms,18/02/2017,6.3,34,6.5,1725,0,0
2919,433247,tt4882376,en,First They Killed My Father,18/02/2017,7.4,580,7.2,18880,24000000,0
2920,494895,tt6360810,en,Anne of Green Gables: The Good Stars,20/02/2017,6.5,18,6.6,336,0,0
2922,340027,tt3704700,en,Brain on Fire,22/02/2017,7.1,1243,6.6,22266,0,0
2929,390051,tt4581576,en,Aftermath,28/02/2017,5.7,775,5.7,25356,10500000,261465
2930,480603,tt6149936,en,The Lullaby,1/03/2017,5.8,52,4.0,2014,0,0
2934,408272,tt5294198,en,Catfight,3/03/2017,5.5,156,5.9,6658,0,0
2937,425134,tt4795124,en,How to Be a Latin Lover,6/03/2017,6.9,552,6.0,16587,0,26251899
2939,293167,tt3731562,en,Kong: Skull Island,8/03/2017,6.5,9289,6.6,322500,185000000,566652812
2943,397442,tt3155328,en,Win It All,11/03/2017,5.7,233,6.2,9632,0,0
2944,524034,tt7981318,en,Cook Off,12/03/2017,5.6,8,6.0,374,8000,0
2946,371638,tt3521126,en,The Disaster Artist,12/03/2017,7.1,3174,7.3,155646,10000000,29820616
2949,440777,tt5153860,en,Female Fight Squad,16/03/2017,6.4,70,4.3,1305,2000000,22253
2951,415086,tt5541848,en,What the Health,16/03/2017,7.0,302,7.2,29613,273428,0
2954,448090,tt5769006,en,Mommy's Little Boy,18/03/2017,5.8,18,5.6,394,0,0
2956,395992,tt5442430,en,Life,22/03/2017,6.4,6465,6.6,234090,58000000,100541806
2957,417644,tt0493405,en,CHiPS,23/03/2017,6.1,1115,6.0,48755,25000000,26800152
2958,305470,tt3717490,en,Power Rangers,23/03/2017,6.3,4007,5.9,109371,105000000,142337240
2960,283591,tt3344694,en,The Secret Scripture,23/03/2017,7.3,239,6.7,7707,0,152761
2964,401743,tt4842646,en,The Most Hated Woman in America,24/03/2017,6.1,197,6.1,6843,0,0
2965,289222,tt1730768,en,The Zookeeper's Wife,24/03/2017,7.4,1356,7.0,44028,20000000,26152835
2968,315837,tt1219827,en,Ghost in the Shell,29/03/2017,6.1,7274,6.3,217220,110000000,169801921
2970,416477,tt5462602,en,The Big Sick,30/03/2017,7.3,2141,7.5,137062,5000000,56303596
2971,408616,tt4826674,en,The Journey,30/03/2017,6.5,45,6.7,1907,0,0
2974,418833,tt4119054,en,Top Knot Detective,1/04/2017,6.8,12,6.5,368,0,0
2976,440397,tt3499358,en,A Demon Within,3/04/2017,5.3,28,3.4,790,0,0
2981,447419,tt6079060,en,The Psycho She Met Online,9/04/2017,4.7,5,5.3,390,0,0
2983,402542,tt5704912,en,A Cowgirl's Story,12/04/2017,6.7,21,5.5,626,0,0
2985,337339,tt4630562,en,The Fate of the Furious,12/04/2017,6.9,9229,6.6,234479,250000000,1238764765
2986,443700,tt4556370,en,Altitude,14/04/2017,4.9,109,3.9,3916,0,0
2987,419700,tt5893332,en,Sandy Wexler,14/04/2017,5.5,470,5.2,17539,0,0
2997,502298,tt6710214,en,Liberated: The New Sexual Revolution,22/04/2017,6.4,30,5.9,1549,0,0
3006,449387,tt6436254,en,A Moon of Nickel and Ice,25/04/2017,6.5,2,7.4,108,0,0
3007,455732,tt6628790,en,"Can't Stop, Won't Stop: A Bad Boy Story",27/04/2017,6.4,15,5.4,838,0,0
3013,411405,tt5717492,en,Small Crimes,28/04/2017,5.3,232,5.8,8403,0,0
3015,455601,tt6264596,en,Maria Bamford: Old Baby,2/05/2017,5.3,17,6.2,961,0,0
3022,487047,tt5814408,en,A Witches' Ball,6/05/2017,6.5,50,5.1,405,0,0
3026,301355,tt1712192,en,Message from the King,10/05/2017,6.2,384,6.4,16931,10000000,315132
3029,460096,tt5834588,en,Secrets of My Stepdaughter,11/05/2017,4.8,31,5.5,786,0,0
3031,405775,tt4218696,en,The Wall,12/05/2017,6.3,759,6.2,27895,3000000,4500000
3033,382883,tt4627352,en,Shepherds and Butchers,12/05/2017,6.4,63,6.8,3428,0,0
3036,369894,tt5195412,en,Wakefield,19/05/2017,6.1,350,6.3,17171,0,798214
3037,523307,tt6241768,en,Snowbound,20/05/2017,4.0,14,3.2,397,0,0
3041,450594,tt6400614,en,Unacknowledged,23/05/2017,6.3,112,7.0,8287,0,0
3045,339846,tt1469304,en,Baywatch,25/05/2017,6.1,7233,5.5,188938,69000000,177856751
3046,354287,tt4758646,en,War Machine,26/05/2017,5.6,971,6.0,47488,60000000,0
3047,76812,tt2090465,en,Black Butterfly,26/05/2017,6.2,464,6.1,14086,0,0
3048,456191,tt6948128,en,All for Love,27/05/2017,6.6,29,6.5,1636,0,0
3049,456824,tt6182054,en,House of Evil,29/05/2017,4.0,10,2.8,361,0,0
3054,268531,tt2091256,en,Captain Underpants: The First Epic Movie,1/06/2017,6.2,1024,6.2,29279,38000000,125427681
3056,462996,tt6261048,en,"Love, Kennedy",2/06/2017,7.5,11,6.5,621,0,407871
3063,282035,tt2345759,en,The Mummy,6/06/2017,5.5,6442,5.4,192398,125000000,409231607
3065,456508,tt5588850,en,Chris Brown: Welcome to My Life,8/06/2017,6.4,247,5.6,1088,0,0
3066,302150,tt2674358,en,The Hunter's Prayer,8/06/2017,5.7,328,5.5,9783,17000000,0
3069,457962,tt1386691,en,Shimmer Lake,9/06/2017,5.9,359,6.3,15334,0,0
3070,418078,tt4695012,en,It Comes at Night,9/06/2017,5.8,2052,6.2,95624,5000000,19280931
3072,455479,tt6330514,en,Out of Thin Air,11/06/2017,6.0,50,6.3,2399,0,0
3075,397422,tt4799050,en,Rough Night,15/06/2017,5.7,1825,5.2,53044,20000000,45056771
3084,412105,tt5539054,en,You Get Me,19/06/2017,5.6,1594,4.7,13473,0,0
3089,339877,tt3262342,en,Loving Vincent,22/06/2017,8.1,2184,7.8,58939,5500000,42187665
3091,316154,tt4334266,en,The Bad Batch,23/06/2017,5.3,921,5.2,32507,6000000,180851
3092,315064,tt4155534,en,Animal Crackers,23/06/2017,6.3,157,5.8,3582,0,0
3095,463252,tt6928060,en,My Favorite Wedding,24/06/2017,7.2,63,6.2,1972,0,0
3100,387426,tt3967856,en,Okja,28/06/2017,7.4,3807,7.3,123298,50000000,0
3103,345914,tt4481514,en,The House,29/06/2017,5.6,800,5.6,45110,40000000,34200000
3112,456048,tt6143568,en,The Humanity Bureau,11/07/2017,4.8,298,4.5,12734,6000000,17544173
3114,428501,tt6333056,en,City of Ghosts,14/07/2017,7.0,55,7.4,3928,0,128015
3119,374720,tt5013056,en,Dunkirk,19/07/2017,7.5,14682,7.8,663209,100000000,527000000
3122,417870,tt3564472,en,Girls Trip,21/07/2017,6.8,1362,6.2,38268,19000000,140376621
3129,95608,tt0460890,en,The Only Living Boy in New York,27/07/2017,6.3,266,6.3,15334,0,2550321
3130,424510,tt6212496,en,Mr. Roosevelt,29/07/2017,6.1,56,6.2,3495,0,0
3133,495928,tt5242920,en,You Can Tutu,31/07/2017,8.0,4,4.6,160,0,0
3136,461053,tt6014472,en,S.W.A.T.: Under Siege,1/08/2017,5.8,312,4.6,3926,0,0
3138,396422,tt5140878,en,Annabelle: Creation,3/08/2017,6.6,4968,6.5,136990,15000000,306515884
3139,395834,tt5362988,en,Wind River,3/08/2017,7.4,4439,7.7,255123,11000000,44998252
3140,353491,tt1648190,en,The Dark Tower,3/08/2017,5.7,4470,5.6,140126,60000000,113231078
3145,346671,tt2937366,en,Little Evil,8/08/2017,5.6,823,5.7,21955,0,0
3155,462036,tt4537888,en,The Monster Project,18/08/2017,4.9,111,4.5,3235,0,0
3156,406990,tt1536537,en,What Happened to Monday,18/08/2017,7.2,5440,6.8,125089,20000000,27975429
3159,482906,tt7444708,en,A Mother's Crime,21/08/2017,5.9,10,4.9,192,0,0
3162,470370,tt6145612,en,Thomas & Friends: Journey Beyond Sodor,22/08/2017,6.7,11,6.0,233,0,482723
3163,454699,tt6572702,en,Monster Family,24/08/2017,6.0,294,4.8,5059,0,26441892
3166,483010,tt6185286,en,Saving Capitalism,25/08/2017,6.7,45,6.8,3290,0,0
3168,351460,tt1241317,en,Death Note,25/08/2017,4.2,3611,4.5,85994,40000000,0
3171,391713,tt4925292,en,Lady Bird,1/09/2017,7.3,7403,7.4,294394,10000000,78966486
3177,469019,tt7214762,en,Jim & Andy: The Great Beyond,5/09/2017,7.5,583,7.6,26590,0,0
3179,501718,tt6035294,en,The Magic Pill,7/09/2017,6.8,25,7.1,2200,0,0
3186,423949,tt2338454,en,Unicorn Store,11/09/2017,6.0,779,5.6,19795,0,0
3188,472338,tt5534434,en,Victor Crowley,12/09/2017,5.7,209,5.5,6263,0,0
3192,415842,tt1961175,en,American Assassin,14/09/2017,6.4,2629,6.2,84095,33000000,67200000
3195,577440,tt5112692,en,Secrets,16/09/2017,4.0,2,5.5,195,0,0
3196,468844,tt6115392,en,Ordinary Days,17/09/2017,6.9,10,5.5,233,0,0
3199,396371,tt4209788,en,Molly's Game,20/09/2017,7.1,3264,7.4,174807,30000000,59284015
3200,274862,tt3014284,en,The Lego Ninjago Movie,21/09/2017,6.5,855,6.0,26996,70000000,123081555
3202,423414,tt5833186,en,Last Rampage,22/09/2017,5.7,44,5.8,2000,0,0
3204,398175,tt5657856,en,Brawl in Cell Block 99,23/09/2017,7.0,1129,7.1,68454,10000000,0
3209,511454,tt7321504,en,E il cibo va,26/09/2017,6.0,4,6.2,231,0,0
3210,55341,tt1139592,en,Jeepers Creepers 3,26/09/2017,4.9,727,3.9,23373,6200000,3600000
3211,400710,tt2039338,en,Flatliners,28/09/2017,5.7,2063,5.2,48085,19000000,45158254
3212,379149,tt1615160,en,The Foreigner,28/09/2017,6.9,2197,7.0,116335,35000000,145374099
3214,478280,tt4554186,en,Girl From Nowhere,29/09/2017,3.9,10,4.1,410,0,0
3220,479924,tt4041476,en,Ultimate Justice,3/10/2017,5.6,13,4.3,519,0,0
3223,457262,tt6262764,en,Rip Tide,3/10/2017,6.2,428,5.5,3623,3400000,0
3228,425972,tt3860916,en,Cargo,6/10/2017,6.4,1509,6.3,44566,0,56385
3229,394117,tt5649144,en,The Florida Project,6/10/2017,7.4,2352,7.6,116411,2000000,11303040
3234,473334,tt6264954,en,My Generation,8/10/2017,7.0,43,7.1,1999,0,0
3238,433808,tt5638642,en,The Ritual,11/10/2017,6.2,2483,6.3,103582,1000000,1786396
3240,393345,tt3280262,en,Cult of Chucky,12/10/2017,5.8,1058,5.2,26520,6500000,2200000
3242,419479,tt4225622,en,The Babysitter,13/10/2017,6.1,3099,6.3,95957,0,0
3244,407445,tt5716464,en,Breathe,13/10/2017,7.4,653,7.1,23146,0,477815
3248,489567,tt7557686,en,Deadly Vows,14/10/2017,5.4,23,4.8,417,0,0
3252,840146,tt4871342,en,Back for Good,20/10/2017,4.0,2,5.5,137,0,0
3253,471014,tt5723286,en,Wheelman,20/10/2017,6.1,538,6.4,21062,0,0
3255,458991,tt5239942,en,Heal,20/10/2017,7.0,49,7.0,2622,0,0
3259,399057,tt5715874,en,The Killing of a Sacred Deer,20/10/2017,7.0,3116,7.0,157574,0,7027336
3260,397601,tt5253282,en,The Bachelors,20/10/2017,7.1,135,6.8,5203,0,106212
3267,467597,tt5963132,en,Solver,26/10/2017,4.0,3,5.2,357,0,0
3268,395458,tt0491175,en,Suburbicon,26/10/2017,5.9,1514,5.8,45061,25000000,12751667
3270,445954,tt6288694,en,Acts of Vengeance,27/10/2017,5.9,476,5.7,12662,10000000,320705
3282,485623,tt8764448,en,A Haunting On Dice Road 2: Town of the Dead,3/11/2017,6.3,4,6.1,186,0,0
3284,466485,tt7518466,en,Conor McGregor: Notorious,3/11/2017,7.0,150,7.1,5803,0,0
3286,419709,tt6018306,en,Last Flag Flying,3/11/2017,6.8,372,6.9,26293,0,0
3287,353575,tt4778988,en,LBJ,3/11/2017,6.4,128,6.5,7085,0,0
3295,346648,tt4468740,en,Paddington 2,9/11/2017,7.5,1892,7.8,81293,40000000,227300000
3298,426240,tt3212026,en,The Price,10/11/2017,4.9,11,5.0,280,0,0
3299,413990,tt3672120,en,Pottersville,10/11/2017,4.9,109,5.4,5137,10000000,0
3301,479607,tt6958760,en,Engaging Father Christmas,12/11/2017,6.0,45,6.7,1655,0,0
3308,483104,tt7608418,en,A Christmas Prince,17/11/2017,6.6,1339,5.8,20534,0,0
3309,435129,tt3901826,en,The Breadwinner,17/11/2017,7.9,682,7.7,26148,0,312381
3319,487719,tt5457926,en,Blood Child,25/11/2017,5.0,6,4.7,3278,0,0
3333,474977,tt7440948,en,Christmas in Evergreen,2/12/2017,6.7,87,6.5,2745,0,0
3335,480572,tt6204340,en,Bullet Head,7/12/2017,4.9,456,5.4,10633,0,87465
3337,389015,tt5580036,en,"I, Tonya",8/12/2017,7.5,5038,7.5,219128,11000000,53939297
3348,449755,tt7608534,en,Christmas Inheritance,15/12/2017,6.3,767,5.7,12467,10000000,0
3352,353616,tt4765284,en,Pitch Perfect 3,20/12/2017,6.6,3008,5.8,65655,45000000,184724494
3354,354861,tt1966359,en,Father Figures,21/12/2017,5.8,559,5.5,20156,25000000,25601244
3365,406563,tt5726086,en,Insidious: The Last Key,3/01/2018,6.2,2364,5.7,61954,10000000,167184112
3369,399035,tt1590193,en,The Commuter,11/01/2018,6.3,3929,6.3,117478,30000000,119942387
3371,442064,tt6421110,en,Proud Mary,12/01/2018,5.4,443,5.0,10125,14000000,21753365
3374,499398,tt3652616,en,Escape from Ensenada,17/01/2018,3.9,11,4.5,1199,0,0
3380,431072,tt5267472,en,Step Sisters,19/01/2018,6.4,420,5.4,4653,10000000,0
3384,493110,tt7689940,en,The Oslo Diaries,21/01/2018,7.9,14,7.2,447,0,0
3387,430446,tt1690967,en,Come Sunday,21/01/2018,5.8,63,6.0,2372,0,0
3388,419831,tt4547194,en,I Kill Giants,21/01/2018,6.2,1058,6.1,32861,15100000,0
3389,493003,tt6905402,en,A Boy. A Girl. A Dream,22/01/2018,6.2,13,4.7,528,0,0
3397,484862,tt7578566,en,Scooby-Doo! & Batman: The Brave and the Bold,31/01/2018,7.4,188,6.5,2577,0,0
3398,496297,tt6140580,en,Off the Menu,1/02/2018,6.0,29,5.8,1175,0,0
3399,459910,tt5001754,en,Braven,1/02/2018,6.2,877,5.9,41407,5000000,854319
3401,384521,tt2548396,en,The Cloverfield Paradox,4/02/2018,5.6,2836,5.5,106739,45000000,0
3406,433310,tt5783956,en,When We First Met,9/02/2018,6.6,2123,6.4,50284,10000000,0
3407,474942,tt7229730,en,The Royal Hibiscus Hotel,10/02/2018,4.4,8,5.3,303,0,0
3408,520145,tt7239700,en,Lethal Admirer,12/02/2018,5.6,24,5.0,461,0,0
3411,450489,tt6119856,en,Irreplaceable You,16/02/2018,7.0,646,6.4,9856,10000000,0
3412,500788,tt7981260,en,Garbage,17/02/2018,4.2,7,3.8,1047,0,0
3414,493915,tt7772412,en,Supa Modo,18/02/2018,7.4,28,7.2,493,0,0
3417,467660,tt7153766,en,Unsane,21/02/2018,6.3,1331,6.4,47265,1500000,14293601
3419,300668,tt2798920,en,Annihilation,22/02/2018,6.4,7543,6.8,330010,40000000,43070915
3421,401371,tt1464763,en,Mute,23/02/2018,5.6,935,5.4,36058,0,0
3426,434072,tt1389098,en,Mapplethorpe,1/03/2018,6.6,27,6.2,1689,0,0
3428,508631,tt4229864,en,Eat Me,2/03/2018,4.0,6,4.8,386,0,0
3431,496282,tt6942194,en,The Night Sitter,5/03/2018,4.9,29,4.9,1061,0,0
3433,505579,tt2237324,en,Bent,9/03/2018,5.3,138,5.2,6756,0,55429
3435,450766,tt2249081,en,The Forgiven,9/03/2018,6.2,71,6.0,2582,15000000,42213
3436,199928,tt2011311,en,The Outsider,9/03/2018,6.2,527,6.2,26729,0,0
3441,533743,tt8638420,en,Strokes of Genius,15/03/2018,7.6,24,8.1,1377,0,0
3447,511449,tt7895904,en,Family Blood,16/03/2018,4.6,145,4.2,3106,0,0
3449,495193,tt1799516,en,Benji,16/03/2018,6.9,264,6.3,4990,6000000,585333
3450,418667,tt5779540,en,Dear Dictator,16/03/2018,5.6,136,5.0,5158,6700000,0
3453,456750,tt3317234,en,"Game Over, Man!",23/03/2018,5.5,818,5.4,31092,0,0
3459,476926,tt4986098,en,The Titan,30/03/2018,5.4,1097,4.8,31902,0,2635408
3460,472805,tt7260048,en,Outside In,30/03/2018,6.2,78,6.7,5187,0,0
3461,451563,tt6423886,en,Happy Anniversary,30/03/2018,5.8,178,5.7,4359,0,0
3466,514547,tt6888938,en,White Chamber,5/04/2018,4.5,39,4.4,1548,0,0
3467,515333,tt5580392,en,Amateur,6/04/2018,6.5,263,5.9,4645,0,0
3468,512474,tt5273720,en,All the Creatures Were Stirring,6/04/2018,5.1,49,5.0,1493,0,0
3470,466415,tt2396489,en,Five Fingers for Marseilles,6/04/2018,5.3,20,6.1,921,1000000,0
3480,511785,tt5688996,en,Alex Strangelove,16/04/2018,6.6,1445,6.3,18293,0,0
3487,399131,tt3458510,en,Dude,20/04/2018,5.5,718,5.1,7243,0,0
3489,520558,tt6069620,en,Love & Bananas: An Elephant Story,22/04/2018,7.9,7,8.0,284,0,0
3490,519834,tt5636922,en,The Second,22/04/2018,5.9,12,5.0,341,0,0
3492,520335,tt6851966,en,Nigerian Prince,24/04/2018,5.4,8,5.9,431,0,0
3497,499319,tt6958014,en,Duck Butter,27/04/2018,5.5,191,5.3,4155,0,6877
3512,353576,tt4685806,en,The Con Is On,4/05/2018,4.1,137,3.8,9386,13000000,0
3513,522915,tt7430654,en,The Wrong Daughter,6/05/2018,5.9,17,5.1,523,0,0
3516,407447,tt5371168,en,The Extraordinary Journey of the Fakir,9/05/2018,7.0,251,6.8,7838,0,3267486
3517,522089,tt8236394,en,Midnight Oil: 1984,10/05/2018,6.5,2,7.4,135,0,0
3518,470401,tt3444312,en,Abducted in Plain Sight,10/05/2018,6.5,294,6.8,20318,0,0
3519,399796,tt5619332,en,Life of the Party,10/05/2018,6.2,898,5.6,37716,30000000,61700416
3529,502682,tt6857166,en,Book Club,18/05/2018,6.2,664,6.1,28758,10000000,78720293
3530,454615,tt5622412,en,Black Water,18/05/2018,5.7,213,4.7,7578,4000000,0
3531,297725,tt1318517,en,The Man Who Killed Don Quixote,19/05/2018,6.8,908,6.3,20425,19116000,0
3537,463053,tt3685236,en,Ibiza,25/05/2018,5.7,1100,5.2,17963,0,0
3539,598824,tt8123728,en,The Guard of Auschwitz,28/05/2018,4.4,28,3.8,1559,0,0
3541,527642,tt8239736,en,Flight 666,29/05/2018,5.8,44,4.4,1444,0,0
3543,455980,tt2854926,en,Tag,30/05/2018,6.7,2695,6.5,135882,28000000,75100000
3548,513691,tt7448180,en,The Debt Collector,5/06/2018,5.9,164,5.8,8005,3000000,28645
3549,434392,tt5226192,en,The Rake,5/06/2018,4.9,25,3.6,837,0,0
3551,552485,tt7709804,en,A Child's Voice,6/06/2018,6.8,29,5.5,333,0,0
3554,406761,tt5834262,en,Hotel Artemis,7/06/2018,6.0,1331,6.1,54541,15000000,12371132
3555,402900,tt5164214,en,Ocean's Eight,7/06/2018,7.0,7366,6.3,222065,70000000,297718711
3557,508003,tt6510332,en,McQueen,8/06/2018,7.6,114,7.7,8246,0,1243177
3558,472553,tt3688342,en,Zoo,8/06/2018,6.7,90,6.5,1283,4000000,231719
3559,448916,tt4575328,en,2036 Origin Unknown,8/06/2018,4.6,208,4.3,9911,0,0
3560,429300,tt6306064,en,Adrift,8/06/2018,6.9,2352,6.6,57786,35000000,59900000
3562,993981,tt8172146,en,Never Stop Dreaming: The Life and Legacy of Shimon Peres,13/06/2018,5.8,4,6.9,284,0,0
3564,525705,tt5581752,en,Ulysses: A Dark Odyssey,14/06/2018,5.3,25,4.3,2681,0,0
3566,518240,tt5903358,en,The Nursery,15/06/2018,3.9,17,3.6,1153,0,0
3571,381237,tt6251024,en,Office Uprising,19/06/2018,5.3,182,5.7,17675,2500000,165623
3577,532162,tt8467788,en,W. Kamau Bell: Private School Negro,26/06/2018,6.2,14,6.5,811,0,0
3578,529646,tt6134274,en,Solis,27/06/2018,5.0,88,4.5,4507,0,0
3579,474335,tt7334528,en,Uncle Drew,27/06/2018,6.7,474,5.8,14779,19000000,17665000
3582,400155,tt5220122,en,Hotel Transylvania 3: Summer Vacation,28/06/2018,6.9,3813,6.3,75921,80000000,528600000
3590,534235,tt7476438,en,14 Cameras,13/07/2018,5.1,77,4.6,2990,0,0
3595,565964,tt6922804,en,Lilith,18/07/2018,4.5,7,3.1,215,320000,0
3596,493488,tt6917210,en,Buffalo Boys,19/07/2018,6.9,45,5.8,1258,0,0
3597,458005,tt6010628,en,Zoe,19/07/2018,6.0,335,6.1,9465,0,0
3599,345887,tt3766354,en,The Equalizer 2,19/07/2018,6.7,4232,6.7,162552,62000000,190400157
3602,493014,tt5268348,en,Generation Wealth,20/07/2018,6.6,80,6.7,5205,0,0
3607,474395,tt7424200,en,Teen Titans Go! To the Movies,27/07/2018,7.4,978,6.7,19961,10000000,28646544
3613,454992,tt6663582,en,The Spy Who Dumped Me,2/08/2018,6.4,1993,6.0,78828,40000000,33562069
3614,540816,tt8653270,en,Sorabh Pant: Make India Great Again,3/08/2018,6.0,3,7.4,297,30000,0
3615,518452,tt7170950,en,Like Father,3/08/2018,6.3,590,6.1,21839,0,0
3623,345940,tt4779682,en,The Meg,9/08/2018,6.2,6207,5.6,173625,150000000,530243742
3625,545155,tt7335892,en,Dying for the Crown,10/08/2018,4.5,4,4.7,295,0,0
3628,503619,tt7525778,en,The Package,10/08/2018,6.0,1043,5.6,18913,0,0
3632,455207,tt3104988,en,Crazy Rich Asians,15/08/2018,7.1,3195,6.9,174748,30000000,238539198
3634,466282,tt3846674,en,To All the Boys I've Loved Before,16/08/2018,7.7,7814,7.0,110050,0,0
3637,472226,tt7208564,en,Blood Fest,17/08/2018,5.5,191,5.4,6145,0,0
3640,522438,tt8360902,en,6-Headed Shark Attack,18/08/2018,4.9,63,2.8,1319,0,0
3649,534271,tt7044076,en,The Cleaning Lady,24/08/2018,5.4,93,5.5,3741,0,0
3654,493551,tt5208252,en,Operation Finale,29/08/2018,6.7,813,6.6,43613,24000000,17506878
3663,523777,tt7133686,en,Next Gen,7/09/2018,7.0,658,6.6,17985,22000000,0
3664,462919,tt3120280,en,Sierra Burgess Is a Loser,7/09/2018,6.3,3280,5.8,39588,0,0
3666,421658,tt5254610,en,Final Score,7/09/2018,6.1,439,5.8,13302,20000000,0
3669,543774,tt7707314,en,Lionheart,8/09/2018,6.0,29,5.7,1501,0,0
3671,452731,tt6485928,en,The Land of Steady Habits,12/09/2018,5.4,138,6.2,8069,0,0
3672,539649,tt7945440,en,The Lie,13/09/2018,6.4,558,5.8,17747,0,0
3673,494974,tt7615302,en,Red Joan,13/09/2018,6.7,304,6.4,13056,0,0
3677,460071,tt5160938,en,Lizzie,14/09/2018,6.2,211,5.9,8319,0,844786
